Europawahl 2014 - Stimmen;;;;;;;Stand:;41785,6680579051;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Name;Wahlbe-;abgegeb.;Wahlbet.;ungültige;;gültige;;ÖVP;;SPÖ;;leer;;FPÖ;;GRÜNE;;BZÖ;;NEOS;;REKOS;;ANDERS;;EUSTOP;;WANDL;;erste Eingabe;;letzte Eingabe;
;;rechtigte;Stimmen;in %;Stimmen;in %;Stimmen;in %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Datum;Zeit;Datum;Zeit
41339;Schlägl                       ;1.058; 	445 ; 	42,06 ; 	16 ; 	3,60 ; 	429 ; 	96,40 ; 	205 ; 	47,79 ; 	68 ; 	15,85 ; 	0 ; 	0 ; 	71 ; 	16,55 ; 	36 ; 	8,39 ; 	1 ; 	0,23 ; 	21 ; 	4,90 ; 	12 ; 	2,80 ; 	2 ; 	0,47 ; 	13 ; 	3,03 ; 	0 ; 	0 ;41784,5904889236;41784,5904889236;41784,5904889236;41784,5904889236
41340;Schönegg                      ;445; 	219 ; 	49,21 ; 	10 ; 	4,57 ; 	209 ; 	95,43 ; 	84 ; 	40,19 ; 	45 ; 	21,53 ; 	0 ; 	0 ; 	38 ; 	18,18 ; 	16 ; 	7,66 ; 	2 ; 	0,96 ; 	15 ; 	7,18 ; 	3 ; 	1,44 ; 	2 ; 	0,96 ; 	4 ; 	1,91 ; 	0 ; 	0 ;41784,5442352199;41784,5442352199;41784,5442352199;41784,5442352199
41341;Schwarzenberg am Böhmerwald   ;491; 	218 ; 	44,40 ; 	6 ; 	2,75 ; 	212 ; 	97,25 ; 	111 ; 	52,36 ; 	35 ; 	16,51 ; 	0 ; 	0 ; 	44 ; 	20,75 ; 	10 ; 	4,72 ; 	1 ; 	0,47 ; 	10 ; 	4,72 ; 	0 ; 	0 ; 	0 ; 	0 ; 	1 ; 	0,47 ; 	0 ; 	0 ;41784,5007890046;41784,5007890046;41784,5007890046;41784,5007890046
41342;Ulrichsberg                   ;2.421; 	1.043 ; 	43,08 ; 	47 ; 	4,51 ; 	996 ; 	95,49 ; 	435 ; 	43,67 ; 	159 ; 	15,96 ; 	0 ; 	0 ; 	188 ; 	18,88 ; 	113 ; 	11,35 ; 	5 ; 	0,50 ; 	57 ; 	5,72 ; 	11 ; 	1,10 ; 	10 ; 	1,00 ; 	18 ; 	1,81 ; 	0 ; 	0 ;41784,5787318634;41784,5787318634;41784,5787318634;41784,5787318634
41399;Wahlkarten Rohrbach                      ;0; 	2.251 ; 	0 ; 	49 ; 	2,18 ; 	2.202 ; 	97,82 ; 	804 ; 	36,51 ; 	332 ; 	15,08 ; 	0 ; 	0 ; 	285 ; 	12,94 ; 	403 ; 	18,30 ; 	7 ; 	0,32 ; 	232 ; 	10,54 ; 	29 ; 	1,32 ; 	36 ; 	1,63 ; 	74 ; 	3,36 ; 	0 ; 	0 ;41785,4723053588;41785,4723053588;41785,4723053588;41785,4723053588
41400;Bezirk Schärding                     ;44.893; 	20.913 ; 	46,58 ; 	699 ; 	3,34 ; 	20.214 ; 	96,66 ; 	7.002 ; 	34,64 ; 	3.656 ; 	18,09 ; 	0 ; 	0 ; 	5.300 ; 	26,22 ; 	1.836 ; 	9,08 ; 	220 ; 	1,09 ; 	1.169 ; 	5,78 ; 	292 ; 	1,44 ; 	325 ; 	1,61 ; 	414 ; 	2,05 ; 	0 ; 	0 ;41784,6954118866;41784,6954118866;41785,4680944097;41785,4680944097
41401;Altschwendt                   ;534; 	296 ; 	55,43 ; 	10 ; 	3,38 ; 	286 ; 	96,62 ; 	105 ; 	36,71 ; 	58 ; 	20,28 ; 	0 ; 	0 ; 	70 ; 	24,48 ; 	30 ; 	10,49 ; 	1 ; 	0,35 ; 	16 ; 	5,59 ; 	0 ; 	0 ; 	4 ; 	1,40 ; 	2 ; 	0,70 ; 	0 ; 	0 ;41784,557734838;41784,557734838;41784,557734838;41784,557734838
41402;Andorf                        ;4.075; 	1.770 ; 	43,44 ; 	61 ; 	3,45 ; 	1.709 ; 	96,55 ; 	475 ; 	27,79 ; 	435 ; 	25,45 ; 	0 ; 	0 ; 	486 ; 	28,44 ; 	145 ; 	8,48 ; 	15 ; 	0,88 ; 	92 ; 	5,38 ; 	14 ; 	0,82 ; 	31 ; 	1,81 ; 	16 ; 	0,94 ; 	0 ; 	0 ;41784,6954118403;41784,6954118403;41784,6954118403;41784,6954118403
41403;Brunnenthal                   ;1.535; 	642 ; 	41,82 ; 	20 ; 	3,12 ; 	622 ; 	96,88 ; 	183 ; 	29,42 ; 	106 ; 	17,04 ; 	0 ; 	0 ; 	176 ; 	28,30 ; 	66 ; 	10,61 ; 	5 ; 	0,80 ; 	42 ; 	6,75 ; 	14 ; 	2,25 ; 	11 ; 	1,77 ; 	19 ; 	3,05 ; 	0 ; 	0 ;41784,5704357292;41784,5704357292;41784,5704357292;41784,5704357292
41404;Diersbach                     ;1.287; 	575 ; 	44,68 ; 	29 ; 	5,04 ; 	546 ; 	94,96 ; 	198 ; 	36,26 ; 	85 ; 	15,57 ; 	0 ; 	0 ; 	144 ; 	26,37 ; 	61 ; 	11,17 ; 	8 ; 	1,47 ; 	25 ; 	4,58 ; 	9 ; 	1,65 ; 	8 ; 	1,47 ; 	8 ; 	1,47 ; 	0 ; 	0 ;41784,587899456;41784,587899456;41784,587899456;41784,587899456
41405;Dorf an der Pram              ;860; 	397 ; 	46,16 ; 	8 ; 	2,02 ; 	389 ; 	97,98 ; 	180 ; 	46,27 ; 	65 ; 	16,71 ; 	0 ; 	0 ; 	71 ; 	18,25 ; 	26 ; 	6,68 ; 	0 ; 	0 ; 	30 ; 	7,71 ; 	3 ; 	0,77 ; 	9 ; 	2,31 ; 	5 ; 	1,29 ; 	0 ; 	0 ;41784,5726170486;41784,5726170486;41784,5726170486;41784,5726170486
41406;Eggerding                     ;1.047; 	427 ; 	40,78 ; 	11 ; 	2,58 ; 	416 ; 	97,42 ; 	155 ; 	37,26 ; 	55 ; 	13,22 ; 	0 ; 	0 ; 	126 ; 	30,29 ; 	30 ; 	7,21 ; 	3 ; 	0,72 ; 	28 ; 	6,73 ; 	3 ; 	0,72 ; 	4 ; 	0,96 ; 	12 ; 	2,88 ; 	0 ; 	0 ;41784,5802890394;41784,5802890394;41784,5802890394;41784,5802890394
41407;Engelhartszell                ;818; 	304 ; 	37,16 ; 	8 ; 	2,63 ; 	296 ; 	97,37 ; 	113 ; 	38,18 ; 	53 ; 	17,91 ; 	0 ; 	0 ; 	60 ; 	20,27 ; 	37 ; 	12,50 ; 	2 ; 	0,68 ; 	19 ; 	6,42 ; 	4 ; 	1,35 ; 	4 ; 	1,35 ; 	4 ; 	1,35 ; 	0 ; 	0 ;41784,5637779745;41784,5637779745;41784,5637779745;41784,5637779745
41408;Enzenkirchen                  ;1.438; 	563 ; 	39,15 ; 	17 ; 	3,02 ; 	546 ; 	96,98 ; 	157 ; 	28,75 ; 	125 ; 	22,89 ; 	0 ; 	0 ; 	179 ; 	32,78 ; 	27 ; 	4,95 ; 	9 ; 	1,65 ; 	30 ; 	5,49 ; 	4 ; 	0,73 ; 	9 ; 	1,65 ; 	6 ; 	1,10 ; 	0 ; 	0 ;41784,6132771991;41784,6132771991;41784,6132771991;41784,6132771991
41409;Esternberg                    ;2.368; 	902 ; 	38,09 ; 	27 ; 	2,99 ; 	875 ; 	97,01 ; 	364 ; 	41,60 ; 	97 ; 	11,09 ; 	0 ; 	0 ; 	232 ; 	26,51 ; 	67 ; 	7,66 ; 	9 ; 	1,03 ; 	52 ; 	5,94 ; 	7 ; 	0,80 ; 	20 ; 	2,29 ; 	27 ; 	3,09 ; 	0 ; 	0 ;41784,6418427431;41784,6418427431;41784,6418427431;41784,6418427431
41410;Freinberg                     ;1.131; 	449 ; 	39,70 ; 	13 ; 	2,90 ; 	436 ; 	97,10 ; 	187 ; 	42,89 ; 	103 ; 	23,62 ; 	0 ; 	0 ; 	89 ; 	20,41 ; 	32 ; 	7,34 ; 	1 ; 	0,23 ; 	8 ; 	1,83 ; 	2 ; 	0,46 ; 	11 ; 	2,52 ; 	3 ; 	0,69 ; 	0 ; 	0 ;41784,6257645833;41784,6257645833;41784,6257645833;41784,6257645833
41411;Kopfing im Innkreis           ;1.607; 	659 ; 	41,01 ; 	37 ; 	5,61 ; 	622 ; 	94,39 ; 	196 ; 	31,51 ; 	82 ; 	13,18 ; 	0 ; 	0 ; 	187 ; 	30,06 ; 	51 ; 	8,20 ; 	6 ; 	0,96 ; 	36 ; 	5,79 ; 	41 ; 	6,59 ; 	10 ; 	1,61 ; 	13 ; 	2,09 ; 	0 ; 	0 ;41784,6258953356;41784,6258953356;41784,6258953356;41784,6258953356
41412;Mayrhof                       ;230; 	132 ; 	57,39 ; 	9 ; 	6,82 ; 	123 ; 	93,18 ; 	61 ; 	49,59 ; 	3 ; 	2,44 ; 	0 ; 	0 ; 	39 ; 	31,71 ; 	8 ; 	6,50 ; 	0 ; 	0 ; 	7 ; 	5,69 ; 	3 ; 	2,44 ; 	0 ; 	0 ; 	2 ; 	1,63 ; 	0 ; 	0 ;41784,525356794;41784,525356794;41784,525356794;41784,525356794
41413;Münzkirchen                   ;2.088; 	806 ; 	38,60 ; 	26 ; 	3,23 ; 	780 ; 	96,77 ; 	307 ; 	39,36 ; 	139 ; 	17,82 ; 	0 ; 	0 ; 	189 ; 	24,23 ; 	63 ; 	8,08 ; 	7 ; 	0,90 ; 	36 ; 	4,62 ; 	17 ; 	2,18 ; 	6 ; 	0,77 ; 	16 ; 	2,05 ; 	0 ; 	0 ;41784,6168185995;41784,6168185995;41784,6168185995;41784,6168185995
41414;Raab                          ;1.811; 	746 ; 	41,19 ; 	24 ; 	3,22 ; 	722 ; 	96,78 ; 	190 ; 	26,32 ; 	97 ; 	13,43 ; 	0 ; 	0 ; 	285 ; 	39,47 ; 	69 ; 	9,56 ; 	1 ; 	0,14 ; 	42 ; 	5,82 ; 	4 ; 	0,55 ; 	20 ; 	2,77 ; 	14 ; 	1,94 ; 	0 ; 	0 ;41784,6727591435;41784,6727591435;41784,6727591435;41784,6727591435
41415;Rainbach im Innkreis          ;1.187; 	519 ; 	43,72 ; 	10 ; 	1,93 ; 	509 ; 	98,07 ; 	215 ; 	42,24 ; 	85 ; 	16,70 ; 	0 ; 	0 ; 	119 ; 	23,38 ; 	34 ; 	6,68 ; 	3 ; 	0,59 ; 	25 ; 	4,91 ; 	17 ; 	3,34 ; 	3 ; 	0,59 ; 	8 ; 	1,57 ; 	0 ; 	0 ;41784,667912963;41784,667912963;41784,667912963;41784,667912963
41416;Riedau                        ;1.609; 	603 ; 	37,48 ; 	34 ; 	5,64 ; 	569 ; 	94,36 ; 	142 ; 	24,96 ; 	141 ; 	24,78 ; 	0 ; 	0 ; 	162 ; 	28,47 ; 	54 ; 	9,49 ; 	1 ; 	0,18 ; 	39 ; 	6,85 ; 	8 ; 	1,41 ; 	7 ; 	1,23 ; 	15 ; 	2,64 ; 	0 ; 	0 ;41784,5727992708;41784,5727992708;41784,5825573727;41784,5825573727
41417;St.Aegidi                     ;1.301; 	661 ; 	50,81 ; 	21 ; 	3,18 ; 	640 ; 	96,82 ; 	282 ; 	44,06 ; 	83 ; 	12,97 ; 	0 ; 	0 ; 	176 ; 	27,50 ; 	34 ; 	5,31 ; 	5 ; 	0,78 ; 	32 ; 	5,00 ; 	8 ; 	1,25 ; 	5 ; 	0,78 ; 	15 ; 	2,34 ; 	0 ; 	0 ;41784,6260363079;41784,6260363079;41784,6260363079;41784,6260363079
41418;St.Florian am Inn             ;2.377; 	959 ; 	40,34 ; 	22 ; 	2,29 ; 	937 ; 	97,71 ; 	252 ; 	26,89 ; 	236 ; 	25,19 ; 	0 ; 	0 ; 	281 ; 	29,99 ; 	74 ; 	7,90 ; 	2 ; 	0,21 ; 	51 ; 	5,44 ; 	12 ; 	1,28 ; 	12 ; 	1,28 ; 	17 ; 	1,81 ; 	0 ; 	0 ;41784,6729412847;41784,6729412847;41784,6729412847;41784,6729412847
41419;St.Marienkirchen bei Schärding;1.461; 	532 ; 	36,41 ; 	19 ; 	3,57 ; 	513 ; 	96,43 ; 	174 ; 	33,92 ; 	64 ; 	12,48 ; 	0 ; 	0 ; 	154 ; 	30,02 ; 	50 ; 	9,75 ; 	1 ; 	0,19 ; 	36 ; 	7,02 ; 	12 ; 	2,34 ; 	9 ; 	1,75 ; 	13 ; 	2,53 ; 	0 ; 	0 ;41784,572959456;41784,572959456;41784,572959456;41784,572959456
41420;St.Roman                      ;1.452; 	585 ; 	40,29 ; 	21 ; 	3,59 ; 	564 ; 	96,41 ; 	225 ; 	39,89 ; 	30 ; 	5,32 ; 	0 ; 	0 ; 	179 ; 	31,74 ; 	24 ; 	4,26 ; 	52 ; 	9,22 ; 	26 ; 	4,61 ; 	17 ; 	3,01 ; 	5 ; 	0,89 ; 	6 ; 	1,06 ; 	0 ; 	0 ;41784,5834756944;41784,5834756944;41784,5834756944;41784,5834756944
41421;St.Willibald                  ;943; 	394 ; 	41,78 ; 	19 ; 	4,82 ; 	375 ; 	95,18 ; 	140 ; 	37,33 ; 	65 ; 	17,33 ; 	0 ; 	0 ; 	102 ; 	27,20 ; 	23 ; 	6,13 ; 	6 ; 	1,60 ; 	23 ; 	6,13 ; 	5 ; 	1,33 ; 	4 ; 	1,07 ; 	7 ; 	1,87 ; 	0 ; 	0 ;41784,6332022801;41784,6332022801;41784,6332022801;41784,6332022801
41422;Schärding                     ;3.774; 	1.499 ; 	39,72 ; 	35 ; 	2,33 ; 	1.464 ; 	97,67 ; 	339 ; 	23,16 ; 	366 ; 	25,00 ; 	0 ; 	0 ; 	411 ; 	28,07 ; 	171 ; 	11,68 ; 	8 ; 	0,55 ; 	79 ; 	5,40 ; 	8 ; 	0,55 ; 	30 ; 	2,05 ; 	52 ; 	3,55 ; 	0 ; 	0 ;41784,6695203704;41784,6695203704;41784,7390565162;41784,7390565162
41423;Schardenberg                  ;1.748; 	733 ; 	41,93 ; 	27 ; 	3,68 ; 	706 ; 	96,32 ; 	316 ; 	44,76 ; 	79 ; 	11,19 ; 	0 ; 	0 ; 	165 ; 	23,37 ; 	59 ; 	8,36 ; 	6 ; 	0,85 ; 	38 ; 	5,38 ; 	26 ; 	3,68 ; 	2 ; 	0,28 ; 	15 ; 	2,12 ; 	0 ; 	0 ;41784,6940291667;41784,6940291667;41784,6940291667;41784,6940291667
41424;Sigharting                    ;653; 	353 ; 	54,06 ; 	16 ; 	4,53 ; 	337 ; 	95,47 ; 	154 ; 	45,70 ; 	24 ; 	7,12 ; 	0 ; 	0 ; 	88 ; 	26,11 ; 	18 ; 	5,34 ; 	29 ; 	8,61 ; 	15 ; 	4,45 ; 	2 ; 	0,59 ; 	2 ; 	0,59 ; 	5 ; 	1,48 ; 	0 ; 	0 ;41784,5639566319;41784,5639566319;41784,5639566319;41784,5639566319
41425;Suben                         ;952; 	403 ; 	42,33 ; 	5 ; 	1,24 ; 	398 ; 	98,76 ; 	156 ; 	39,20 ; 	68 ; 	17,09 ; 	0 ; 	0 ; 	73 ; 	18,34 ; 	56 ; 	14,07 ; 	14 ; 	3,52 ; 	20 ; 	5,03 ; 	0 ; 	0 ; 	4 ; 	1,01 ; 	7 ; 	1,76 ; 	0 ; 	0 ;41784,5827841088;41784,5827841088;41784,5827841088;41784,5827841088
41426;Taufkirchen an der Pram       ;2.288; 	794 ; 	34,70 ; 	29 ; 	3,65 ; 	765 ; 	96,35 ; 	267 ; 	34,90 ; 	161 ; 	21,05 ; 	0 ; 	0 ; 	207 ; 	27,06 ; 	58 ; 	7,58 ; 	4 ; 	0,52 ; 	37 ; 	4,84 ; 	5 ; 	0,65 ; 	16 ; 	2,09 ; 	10 ; 	1,31 ; 	0 ; 	0 ;41784,5731061343;41784,5731061343;41784,5731061343;41784,5731061343
41427;Vichtenstein                  ;491; 	206 ; 	41,96 ; 	8 ; 	3,88 ; 	198 ; 	96,12 ; 	99 ; 	50,00 ; 	19 ; 	9,60 ; 	0 ; 	0 ; 	60 ; 	30,30 ; 	5 ; 	2,53 ; 	1 ; 	0,51 ; 	11 ; 	5,56 ; 	0 ; 	0 ; 	3 ; 	1,52 ; 	0 ; 	0 ; 	0 ; 	0 ;41784,5805131944;41784,5805131944;41784,5805131944;41784,5805131944
41428;Waldkirchen am Wesen          ;1.015; 	536 ; 	52,81 ; 	32 ; 	5,97 ; 	504 ; 	94,03 ; 	219 ; 	43,45 ; 	88 ; 	17,46 ; 	0 ; 	0 ; 	133 ; 	26,39 ; 	23 ; 	4,56 ; 	0 ; 	0 ; 	24 ; 	4,76 ; 	3 ; 	0,60 ; 	10 ; 	1,98 ; 	4 ; 	0,79 ; 	0 ; 	0 ;41784,5922131944;41784,5922131944;41784,5922131944;41784,5922131944
41429;Wernstein am Inn              ;1.218; 	513 ; 	42,12 ; 	18 ; 	3,51 ; 	495 ; 	96,49 ; 	164 ; 	33,13 ; 	133 ; 	26,87 ; 	0 ; 	0 ; 	108 ; 	21,82 ; 	38 ; 	7,68 ; 	0 ; 	0 ; 	14 ; 	2,83 ; 	17 ; 	3,43 ; 	9 ; 	1,82 ; 	12 ; 	2,42 ; 	0 ; 	0 ;41784,580671794;41784,580671794;41784,580671794;41784,580671794
41430;Zell an der Pram              ;1.595; 	677 ; 	42,45 ; 	40 ; 	5,91 ; 	637 ; 	94,09 ; 	260 ; 	40,82 ; 	59 ; 	9,26 ; 	0 ; 	0 ; 	153 ; 	24,02 ; 	87 ; 	13,66 ; 	4 ; 	0,63 ; 	42 ; 	6,59 ; 	9 ; 	1,41 ; 	5 ; 	0,78 ; 	18 ; 	2,83 ; 	0 ; 	0 ;41784,6008172106;41784,6008172106;41784,6008172106;41784,6008172106
41499;Wahlkarten Schärding                     ;0; 	2.278 ; 	0 ; 	43 ; 	1,89 ; 	2.235 ; 	98,11 ; 	727 ; 	32,53 ; 	452 ; 	20,22 ; 	0 ; 	0 ; 	396 ; 	17,72 ; 	316 ; 	14,14 ; 	17 ; 	0,76 ; 	194 ; 	8,68 ; 	18 ; 	0,81 ; 	52 ; 	2,33 ; 	63 ; 	2,82 ; 	0 ; 	0 ;41785,4680940162;41785,4680940162;41785,4680940162;41785,4680940162
41500;Bezirk Steyr-Land                    ;47.684; 	25.338 ; 	53,14 ; 	1.107 ; 	4,37 ; 	24.231 ; 	95,63 ; 	7.194 ; 	29,69 ; 	5.846 ; 	24,13 ; 	0 ; 	0 ; 	4.419 ; 	18,24 ; 	3.165 ; 	13,06 ; 	226 ; 	0,93 ; 	1.857 ; 	7,66 ; 	376 ; 	1,55 ; 	443 ; 	1,83 ; 	705 ; 	2,91 ; 	0 ; 	0 ;41784,6520771644;41784,6520771644;41785,5503472569;41785,5503472569
41501;Adlwang                       ;1.395; 	647 ; 	46,38 ; 	32 ; 	4,95 ; 	615 ; 	95,05 ; 	256 ; 	41,63 ; 	65 ; 	10,57 ; 	0 ; 	0 ; 	111 ; 	18,05 ; 	82 ; 	13,33 ; 	16 ; 	2,60 ; 	39 ; 	6,34 ; 	4 ; 	0,65 ; 	10 ; 	1,63 ; 	32 ; 	5,20 ; 	0 ; 	0 ;41784,5510980324;41784,5510980324;41784,5510980324;41784,5510980324
41502;Aschach an der Steyr          ;1.801; 	940 ; 	52,19 ; 	28 ; 	2,98 ; 	912 ; 	97,02 ; 	264 ; 	28,95 ; 	155 ; 	17,00 ; 	0 ; 	0 ; 	159 ; 	17,43 ; 	181 ; 	19,85 ; 	5 ; 	0,55 ; 	85 ; 	9,32 ; 	12 ; 	1,32 ; 	26 ; 	2,85 ; 	25 ; 	2,74 ; 	0 ; 	0 ;41784,6130966088;41784,6130966088;41784,6130966088;41784,6130966088
41503;Bad Hall                      ;3.869; 	1.534 ; 	39,65 ; 	67 ; 	4,37 ; 	1.467 ; 	95,63 ; 	385 ; 	26,24 ; 	304 ; 	20,72 ; 	0 ; 	0 ; 	310 ; 	21,13 ; 	209 ; 	14,25 ; 	33 ; 	2,25 ; 	132 ; 	9,00 ; 	22 ; 	1,50 ; 	19 ; 	1,30 ; 	53 ; 	3,61 ; 	0 ; 	0 ;41784,6236299421;41784,6236299421;41784,6236299421;41784,6236299421
41504;Dietach                       ;2.336; 	1.135 ; 	48,59 ; 	43 ; 	3,79 ; 	1.092 ; 	96,21 ; 	343 ; 	31,41 ; 	247 ; 	22,62 ; 	0 ; 	0 ; 	185 ; 	16,94 ; 	156 ; 	14,29 ; 	7 ; 	0,64 ; 	86 ; 	7,88 ; 	24 ; 	2,20 ; 	19 ; 	1,74 ; 	25 ; 	2,29 ; 	0 ; 	0 ;41784,5782712963;41784,5782712963;41784,5782712963;41784,5782712963
41505;Gaflenz                       ;1.491; 	703 ; 	47,15 ; 	42 ; 	5,97 ; 	661 ; 	94,03 ; 	291 ; 	44,02 ; 	124 ; 	18,76 ; 	0 ; 	0 ; 	117 ; 	17,70 ; 	54 ; 	8,17 ; 	4 ; 	0,61 ; 	35 ; 	5,30 ; 	10 ; 	1,51 ; 	11 ; 	1,66 ; 	15 ; 	2,27 ; 	0 ; 	0 ;41784,5931423958;41784,5931423958;41784,5931423958;41784,5931423958
41506;Garsten                       ;5.277; 	2.550 ; 	48,32 ; 	88 ; 	3,45 ; 	2.462 ; 	96,55 ; 	654 ; 	26,56 ; 	548 ; 	22,26 ; 	0 ; 	0 ; 	466 ; 	18,93 ; 	411 ; 	16,69 ; 	18 ; 	0,73 ; 	193 ; 	7,84 ; 	26 ; 	1,06 ; 	76 ; 	3,09 ; 	70 ; 	2,84 ; 	0 ; 	0 ;41784,6520770833;41784,6520770833;41784,6520770833;41784,6520770833
41507;Großraming                    ;2.254; 	1.126 ; 	49,96 ; 	47 ; 	4,17 ; 	1.079 ; 	95,83 ; 	351 ; 	32,53 ; 	316 ; 	29,29 ; 	0 ; 	0 ; 	161 ; 	14,92 ; 	106 ; 	9,82 ; 	4 ; 	0,37 ; 	66 ; 	6,12 ; 	9 ; 	0,83 ; 	23 ; 	2,13 ; 	43 ; 	3,99 ; 	0 ; 	0 ;41784,6343023148;41784,6343023148;41784,6343023148;41784,6343023148
41508;Laussa                        ;1.025; 	489 ; 	47,71 ; 	28 ; 	5,73 ; 	461 ; 	94,27 ; 	145 ; 	31,45 ; 	98 ; 	21,26 ; 	0 ; 	0 ; 	80 ; 	17,35 ; 	57 ; 	12,36 ; 	18 ; 	3,90 ; 	34 ; 	7,38 ; 	16 ; 	3,47 ; 	4 ; 	0,87 ; 	9 ; 	1,95 ; 	0 ; 	0 ;41784,586616088;41784,586616088;41784,586616088;41784,586616088
41509;Losenstein                    ;1.325; 	585 ; 	44,15 ; 	20 ; 	3,42 ; 	565 ; 	96,58 ; 	164 ; 	29,03 ; 	181 ; 	32,04 ; 	0 ; 	0 ; 	94 ; 	16,64 ; 	50 ; 	8,85 ; 	3 ; 	0,53 ; 	34 ; 	6,02 ; 	15 ; 	2,65 ; 	9 ; 	1,59 ; 	15 ; 	2,65 ; 	0 ; 	0 ;41784,6345272338;41784,6345272338;41784,6345272338;41784,6345272338
41510;Maria Neustift                ;1.308; 	630 ; 	48,17 ; 	31 ; 	4,92 ; 	599 ; 	95,08 ; 	314 ; 	52,42 ; 	56 ; 	9,35 ; 	0 ; 	0 ; 	113 ; 	18,86 ; 	37 ; 	6,18 ; 	4 ; 	0,67 ; 	31 ; 	5,18 ; 	27 ; 	4,51 ; 	7 ; 	1,17 ; 	10 ; 	1,67 ; 	0 ; 	0 ;41784,6367203356;41784,6367203356;41784,6367203356;41784,6367203356
41511;Pfarrkirchen bei Bad Hall     ;1.770; 	785 ; 	44,35 ; 	39 ; 	4,97 ; 	746 ; 	95,03 ; 	211 ; 	28,28 ; 	165 ; 	22,12 ; 	0 ; 	0 ; 	184 ; 	24,66 ; 	110 ; 	14,75 ; 	8 ; 	1,07 ; 	43 ; 	5,76 ; 	3 ; 	0,40 ; 	11 ; 	1,47 ; 	11 ; 	1,47 ; 	0 ; 	0 ;41784,5522142361;41784,5522142361;41784,5522142361;41784,5522142361
41512;Reichraming                   ;1.460; 	645 ; 	44,18 ; 	32 ; 	4,96 ; 	613 ; 	95,04 ; 	102 ; 	16,64 ; 	271 ; 	44,21 ; 	0 ; 	0 ; 	112 ; 	18,27 ; 	58 ; 	9,46 ; 	3 ; 	0,49 ; 	33 ; 	5,38 ; 	5 ; 	0,82 ; 	7 ; 	1,14 ; 	22 ; 	3,59 ; 	0 ; 	0 ;41784,6442863773;41784,6442863773;41784,6442863773;41784,6442863773
41513;Rohr im Kremstal              ;969; 	438 ; 	45,20 ; 	17 ; 	3,88 ; 	421 ; 	96,12 ; 	163 ; 	38,72 ; 	100 ; 	23,75 ; 	0 ; 	0 ; 	70 ; 	16,63 ; 	41 ; 	9,74 ; 	6 ; 	1,43 ; 	18 ; 	4,28 ; 	7 ; 	1,66 ; 	11 ; 	2,61 ; 	5 ; 	1,19 ; 	0 ; 	0 ;41784,6271410069;41784,6271410069;41784,6271410069;41784,6271410069
41514;St.Ulrich bei Steyr           ;2.496; 	1.163 ; 	46,59 ; 	47 ; 	4,04 ; 	1.116 ; 	95,96 ; 	379 ; 	33,96 ; 	208 ; 	18,64 ; 	0 ; 	0 ; 	208 ; 	18,64 ; 	159 ; 	14,25 ; 	1 ; 	0,09 ; 	91 ; 	8,15 ; 	14 ; 	1,25 ; 	16 ; 	1,43 ; 	40 ; 	3,58 ; 	0 ; 	0 ;41784,6443591088;41784,6443591088;41784,6443591088;41784,6443591088
41515;Schiedlberg                   ;1.005; 	510 ; 	50,75 ; 	15 ; 	2,94 ; 	495 ; 	97,06 ; 	274 ; 	55,35 ; 	53 ; 	10,71 ; 	0 ; 	0 ; 	73 ; 	14,75 ; 	32 ; 	6,46 ; 	4 ; 	0,81 ; 	27 ; 	5,45 ; 	9 ; 	1,82 ; 	11 ; 	2,22 ; 	12 ; 	2,42 ; 	0 ; 	0 ;41784,5557634259;41784,5557634259;41784,5557634259;41784,5557634259
41516;Sierning                      ;7.359; 	3.528 ; 	47,94 ; 	153 ; 	4,34 ; 	3.375 ; 	95,66 ; 	723 ; 	21,42 ; 	1.121 ; 	33,21 ; 	0 ; 	0 ; 	693 ; 	20,53 ; 	378 ; 	11,20 ; 	21 ; 	0,62 ; 	271 ; 	8,03 ; 	33 ; 	0,98 ; 	47 ; 	1,39 ; 	88 ; 	2,61 ; 	0 ; 	0 ;41784,6296982639;41784,6296982639;41784,6296982639;41784,6296982639
41517;Ternberg                      ;2.778; 	1.296 ; 	46,65 ; 	56 ; 	4,32 ; 	1.240 ; 	95,68 ; 	351 ; 	28,31 ; 	322 ; 	25,97 ; 	0 ; 	0 ; 	233 ; 	18,79 ; 	143 ; 	11,53 ; 	11 ; 	0,89 ; 	87 ; 	7,02 ; 	25 ; 	2,02 ; 	23 ; 	1,85 ; 	45 ; 	3,63 ; 	0 ; 	0 ;41784,644418287;41784,644418287;41784,644418287;41784,644418287
41518;Waldneukirchen                ;1.809; 	870 ; 	48,09 ; 	29 ; 	3,33 ; 	841 ; 	96,67 ; 	305 ; 	36,27 ; 	129 ; 	15,34 ; 	0 ; 	0 ; 	164 ; 	19,50 ; 	116 ; 	13,79 ; 	11 ; 	1,31 ; 	63 ; 	7,49 ; 	18 ; 	2,14 ; 	12 ; 	1,43 ; 	23 ; 	2,73 ; 	0 ; 	0 ;41784,5643530093;41784,5643530093;41784,5643530093;41784,5643530093
